timestamp,name,temp,trans-volt,channel_1_in_pwr,channel_1_out_pwr,channel_1_laser_bias_cur,channel_2_in_pwr,channel_2_out_pwr,channel_2_laser_bias_cur,channel_3_in_pwr,channel_3_out_pwr,channel_3_laser_bias_cur,channel_4_in_pwr,channel_4_out_pwr,channel_4_laser_bias_cur
2025-03-08 00:44:21.737018,QSFP-1,42.472407130841745,3.3926094938462863,-2.3812567869844043,-1.9863896215670127,8.536193171566993,-1.8892024269682821,1.5495791755741353,5.835209539504749,-1.8487960516875426,2.739008389796881,6.30852841867953,2.860801971063956,-0.9563750005122502,8.147788484458683
2025-03-08 00:39:21.737018,QSFP-2,77.04285838459498,3.2252419894985147,2.4153174400774002,-1.3284579658082483,5.762695214571306,0.2514056842701491,-2.852478501247191,5.838096081441588,-1.0597706273068754,1.4250501567540415,6.234893995359999,-2.335676440042106,-2.569728666914094,5.271660174114519
2025-03-08 00:34:21.737018,QSFP-3,63.919636508684306,3.248488614228384,0.031514234687143095,-1.937937094339519,7.881441800834066,2.23767501525845,-2.8672586908260165,5.183357134667715,-1.6400615866380719,-0.8804915489876151,9.531272902605183,-0.4647094301283321,-0.5422266306286079,8.743226170631
2025-03-08 00:29:21.737018,QSFP-4,55.919509051822196,3.4695662565581236,1.9587447966464495,-2.467784797457666,8.03357523191428,1.3933493184573669,-1.0583386851027525,8.682010075328202,-0.8700221650083764,-1.2207865122740686,6.247730999247531,-2.7478519489715683,-1.1326950296196385,6.5879339763055835
2025-03-08 00:24:21.737018,QSFP-5,29.36111842654619,3.381928717897877,-1.0797023938163295,-2.276184773396395,7.12065335651193,1.8393668871686986,-0.0681408575720055,8.319022638109026,-2.58345694352344,-0.9017806215249027,6.359748630643155,1.439424724601582,1.0627238384100561,5.000673465022427
2025-03-08 00:19:21.737018,QSFP-6,29.35967122017216,3.202759115484989,2.373139370977203,-0.23532739180364537,8.682221178123614,0.9527002002643039,1.622444506846759,7.373154378749069,0.11435874544962221,1.647921187087091,8.796991312089819,2.508459313194904,0.6346754967161421,7.555645696186149
2025-03-08 00:14:21.737018,QSFP-7,23.485016730091967,3.23044146285981,-0.6647899275950211,-1.761997689565245,9.671835073845074,1.1536593871071146,1.099772259639031,9.220852244845986,-2.5943246184467106,0.9682236664224861,7.2486992122527,-1.3197760226970634,-0.8124376308147601,5.234259542638016
2025-03-08 00:09:21.737018,QSFP-8,71.97056874649611,3.399050530732417,-2.93497409111821,-0.8143808337115472,9.627842564533882,2.0951739093919155,-0.3245837617395102,9.028350764750266,1.802139046934169,-1.8888265927951924,8.883552784775906,2.150050060794725,-1.6926446744700594,6.3808477891044975
2025-03-08 00:04:21.737018,QSFP-9,56.06690070459253,3.2015184751538657,2.4322918585155815,0.020503625129141057,7.254196857020661,-1.5019919468448844,-1.3582400023100047,7.926771821983761,-1.5977275085374019,-1.955343987995494,5.326830787821926,-1.2466906172286134,2.928215796933551,8.534882437278581
2025-03-07 23:59:21.737018,QSFP-10,62.48435466776273,3.2482424154252496,-2.4522799392831987,1.1423689717761913,5.566190229203777,-0.06345021814115714,2.982747000946267,9.341356402566294,0.24007148762706354,-2.409626101719616,7.437855968366922,2.464620969863491,-0.2759902728233108,5.31344810810933
